ID	Title	URL	Topic	Year	Instructor	Venue
1002	Bayes Theorem	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect05-bayes.pdf	1060	2012	Jason Eisner	Johns Kopkins University
1003	Machine translation: Word-based models and the EM algorithm	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect32a-mt-word-based-models.pdf	1115	2012	Jason Eisner	Johns Kopkins University
1004	Tree-Adjoining Grammar (TAG) One of several formalisms that are actually more powerful than CFG	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect07-tag.pdf	1103	2012	Jason Eisner	Johns Kopkins University
1005	Modeling Grammaticality	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect02-modeling-grammaticality.pdf	1092	2012	Jason Eisner	Johns Kopkins University
1006	The Expectation Maximization (EM) Algorithm continued!	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect26-em.pdf	1095	2012	Jason Eisner	Johns Kopkins University
1007	Words vs. Terms	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect31-wordsvsterms.pdf	1116	2012	Jason Eisner	Johns Kopkins University
1008	Spartus Jones	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect08tr-cky-earley.pdf	1111	2012	Jason Eisner	Johns Kopkins University
1009	Phonology [These slides are missing most examples and discussion from class ]	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect20-phonology.pdf	1065	2012	Jason Eisner	Johns Kopkins University
1010	Part-of-Speech Tagging A Canonical Finite-State Task	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect22-tagging.pdf	1145	2012	Jason Eisner	Johns Kopkins University
1011	Connectin gthe dots I (NLP in Practice)	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect-tasks-rao1.pdf	1115	2012	Jason Eisner	Johns Kopkins University
1012	NLP Tasks and Applications	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect36-tasks.pdf	1089	2012	Jason Eisner	Johns Kopkins University
1013	Smoothing	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect05-smoothing.pdf	1082	2012	Jason Eisner	Johns Kopkins University
1014	Topic Modeling	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect31-topicmodels.pdf	1116	2012	Jason Eisner	Johns Kopkins University
1015	Semantics From Syntax to Meaning!	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect14-semantics.pdf	1121	2012	Jason Eisner	Johns Kopkins University
1016	Human Sentence Processing Lexicalized Parsing	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect13-human.pdf	1218	2012	Jason Eisner	Johns Kopkins University
1017	Lecture 8: Variational inference	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture08.pdf	1070	2013s	Julia Hockenmaier	University of Illinois at Urbana-Champaign
1018	Lecture 1: Introduction	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture01.pdf	1164	2013s	Julia Hockenmaier	University of Illinois at Urbana-Champaign
1019	Covariance in Unsupervised Learning of Probabilistic Grammars	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture25.pdf	1097	2013s	Julia Hockenmaier	University of Illinois at Urbana-Champaign
1020	The Innite Hidden Markov Model	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture22.pdf	1086	2013s	Julia Hockenmaier	University of Illinois at Urbana-Champaign
1021	Lecture 13: Dirichlet Processes	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture13.pdf	1123	2013s	Julia Hockenmaier	University of Illinois at Urbana-Champaign
1022	Lecture 7: Topic Models (Latent Dirichlet Allocation)	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture07.pdf	1130	2013s	Julia Hockenmaier	University of Illinois at Urbana-Champaign
1023	Lecture 2: Statistical inferences	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture02.pdf	1060	2013s	Julia Hockenmaier	University of Illinois at Urbana-Champaign
1024	Discovering Morphological Paradigms from Plain Text Using a Dirichlet Process Mixture Model	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture26.pdf	1070	2013s	Julia Hockenmaier	University of Illinois at Urbana-Champaign
1025	Unsupervised Coreference Resolution in a Nonparametric	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture24.pdf	1537	2013s	Julia Hockenmaier	University of Illinois at Urbana-Champaign
1026	Correlated Topic Models	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture09.pdf	1070	2013s	Julia Hockenmaier	University of Illinois at Urbana-Champaign
1027	MODELING ANNOTATED DATA	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture12.pdf	1144	2013s	Julia Hockenmaier	University of Illinois at Urbana-Champaign
1028	Multilingual Part-of-Speech Tagging: Two Unsupervised Approaches	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture27.pdf	1086	2013s	Julia Hockenmaier	University of Illinois at Urbana-Champaign
1029	Lecture 14: Inference in Dirichlet Processes	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture14.pdf	1136	2013s	Julia Hockenmaier	University of Illinois at Urbana-Champaign
1030	Reading Tea Leaves: How Humans Interpret Topic Models	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture10.pdf	1130	2013s	Julia Hockenmaier	University of Illinois at Urbana-Champaign
1031	HDP-CCG Yonatan Bisk	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture17.pdf	1115	2013s	Julia Hockenmaier	University of Illinois at Urbana-Champaign
1032	Probabilistic Grammars and Hierarchical Dirichlet	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture23.pdf	1099	2013s	Julia Hockenmaier	University of Illinois at Urbana-Champaign
1033	Lecture 3: Comparing frequentist and Bayesian estimation techniques	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture03.pdf	1123	2013s	Julia Hockenmaier	University of Illinois at Urbana-Champaign
1034	Unsupervised HMM POS Tagger Comparison	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture21.pdf	1060	2013s	Julia Hockenmaier	University of Illinois at Urbana-Champaign
1035	Lecture 5: Sampling (Monte Carlo Methods)	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture05.pdf	1123	2013s	Julia Hockenmaier	University of Illinois at Urbana-Champaign
1036	A Hierarchical Bayesian Language Model Based on	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture18.pdf	1086	2013s	Julia Hockenmaier	University of Illinois at Urbana-Champaign
1037	Lecture 6: (Probabilistic) Latent Semantic Analysis	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture06.pdf	1169	2013s	Julia Hockenmaier	University of Illinois at Urbana-Champaign
1038	Indian Buffet Process	https://courses.engr.illinois.edu/cs598jhm/sp2013/Slides/Lecture28.pdf	1163	2013s	Julia Hockenmaier	University of Illinois at Urbana-Champaign
1039	Morphological analysis	https://cs.nyu.edu/~petrov/lecture11.pdf	1181	2016f	Tom Kwiatkowski	University of Illinois at Urbana-Champaign
1040	Statistical NLP	https://cs.nyu.edu/~petrov/lecture13.pdf	1197	2016f	Tom Kwiatkowski	University of Illinois at Urbana-Champaign
1041	Lexical Semantics	https://cs.nyu.edu/~petrov/lecture7.pdf	1186	2016f	Tom Kwiatkowski	University of Illinois at Urbana-Champaign
1042	Sentiment Treebank ! Crowdsourced fine-grained sentiment annotations	https://cs.nyu.edu/~petrov/lecture10.pdf	1122	2016f	Tom Kwiatkowski	University of Illinois at Urbana-Champaign
1043	Some Results!	https://cs.nyu.edu/~petrov/lecture12.pdf	1148	2016f	Tom Kwiatkowski	University of Illinois at Urbana-Champaign
1044	Overview Statistical NLP	https://cs.nyu.edu/~petrov/lecture2.pdf	1155	2016f	Tom Kwiatkowski	University of Illinois at Urbana-Champaign
1045	Compositional Semantics	https://cs.nyu.edu/~petrov/lecture9.pdf	1218	2016f	Tom Kwiatkowski	University of Illinois at Urbana-Champaign
1046	Statistical NLP	https://cs.nyu.edu/~petrov/lecture3.pdf	1097	2016f	Tom Kwiatkowski	University of Illinois at Urbana-Champaign
1047	Dependency Parsing	https://cs.nyu.edu/~petrov/lecture5.pdf	1545	2016f	Tom Kwiatkowski	University of Illinois at Urbana-Champaign
1048	Statistical NLP	https://cs.nyu.edu/~petrov/lecture8.pdf	1093	2016f	Tom Kwiatkowski	University of Illinois at Urbana-Champaign
1049	Statistical NLP	https://cs.nyu.edu/~petrov/lecture6.pdf	1115	2016f	Tom Kwiatkowski	University of Illinois at Urbana-Champaign
1050	Statistical NLP	https://cs.nyu.edu/~petrov/lecture1.pdf	1082	2016f	Tom Kwiatkowski	University of Illinois at Urbana-Champaign
1051	Statistical NLP	https://cs.nyu.edu/~petrov/lecture4.pdf	1167	2016f	Tom Kwiatkowski	University of Illinois at Urbana-Champaign
1052	Language Models	http://www.cs.cornell.edu/courses/cs5740/2018sp/lectures/06-lm.pdf	1082	2018	Yoav Artzi	Cornell University
1053	Introduction	http://www.cs.cornell.edu/courses/cs5740/2018sp/lectures/01-intro.pdf	1081	2018	Yoav Artzi	Cornell University
1054	Computation Graphs	http://www.cs.cornell.edu/courses/cs5740/2018sp/lectures/04-nn-compgraph.pdf	1282	2018	Yoav Artzi	Cornell University
1055	Recurrent Neural Networks	http://www.cs.cornell.edu/courses/cs5740/2018sp/lectures/08-rnn.pdf	1197	2018	Yoav Artzi	Cornell University
1056	IBM Translation Models	http://www.cs.cornell.edu/courses/cs5740/2018sp/lectures/11-mt-alignments.pdf	1146	2018	Yoav Artzi	Cornell University
1057	Meta NLP	http://www.cs.cornell.edu/courses/cs5740/2018sp/lectures/12-meta-nlp.pdf	1536	2018	Yoav Artzi	Cornell University
1058	Text Classification	http://www.cs.cornell.edu/courses/cs5740/2018sp/lectures/02-textclass.pdf	1153	2018	Yoav Artzi	Cornell University
1059	Sequence Prediction and Part-of-speech Tagging	http://www.cs.cornell.edu/courses/cs5740/2018sp/lectures/07-seq.pdf	1017	2018	Yoav Artzi	Cornell University
1060	Dependency Parsing	http://www.cs.cornell.edu/courses/cs5740/2018sp/lectures/09-parsing-dep.pdf	1282	2018	Yoav Artzi	Cornell University
1061	Constituency Parsing	http://www.cs.cornell.edu/courses/cs5740/2018sp/lectures/10-parsing-const.pdf	1097	2018	Yoav Artzi	Cornell University
1062	Lexical Semantics	http://www.cs.cornell.edu/courses/cs5740/2018sp/lectures/05-lexical.pdf	1023	2018	Yoav Artzi	Cornell University
1063	Neural Networks	http://www.cs.cornell.edu/courses/cs5740/2018sp/lectures/03-nn.pdf	1181	2018	Yoav Artzi	Cornell University
1064	Probability Lecture #7	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect7-probability.ppt.pdf	1059	2007f	Andrew McCallum	University of Massachusetts Amherst
1065	Chart Parsing Lecture #6	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect6-cyk.ppt.pdf	1095	2007f	Andrew McCallum	University of Massachusetts Amherst
1066	Machine Translation Lecture #17	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect17-mt.key.pdf	1035	2007f	Andrew McCallum	University of Massachusetts Amherst
1067	Maximum Entropy Lecture #13	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect14-maxent.ppt.pdf	1555	2007f	Andrew McCallum	University of Massachusetts Amherst
1068	Intro Questions	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect19-pragmatics.pdf	1003	2007f	Andrew McCallum	University of Massachusetts Amherst
1069	Introduction to Python Lecture #3	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect3-python.ppt.pdf	1063	2007f	Andrew McCallum	University of Massachusetts Amherst
1070	Information Extraction Introduction to Natural Language Processing	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect20-ie.ppt.pdf	1089	2007f	Andrew McCallum	University of Massachusetts Amherst
1071	Part-of-speech Tagging & Hidden Markov Model Intro Lecture #10	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect10-tagginghmm1.ppt.pdf	1086	2007f	Andrew McCallum	University of Massachusetts Amherst
1072	Classification & Information Theory Lecture #8	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect8-infotheory.ppt.pdf	1165	2007f	Andrew McCallum	University of Massachusetts Amherst
1073	Sequence Labeling	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect15-memm-crf.ppt.pdf	1091	2007f	Andrew McCallum	University of Massachusetts Amherst
1074	Statistical Models of Semantics and Unsupervised Language Discovery Lecture #18	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect18-unsup.ppt.pdf	1120	2007f	Andrew McCallum	University of Massachusetts Amherst
1075	Noisy Channel, N-grams & Smoothing Lecture #9	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect9-noisychannel.ppt.pdf	1084	2007f	Andrew McCallum	University of Massachusetts Amherst
1076	Probabilistic Context Free Grammars	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect12-pcfg.key.pdf	1093	2007f	Andrew McCallum	University of Massachusetts Amherst
1077	Lecture 5: Context Free Grammars	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect5-cfg.pdf	1093	2007f	Andrew McCallum	University of Massachusetts Amherst
1078	The pragmatics of questions and answers	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect16-potts-semantics.pdf	1127	2007f	Andrew McCallum	University of Massachusetts Amherst
1079	Course Overview Lecture #1	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect1-intro.ppt.pdf	1009	2007f	Andrew McCallum	University of Massachusetts Amherst
1080	String Edit Distance (and intro to dynamic programming)	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect4-stredit.ppt.pdf	1110	2007f	Andrew McCallum	University of Massachusetts Amherst
1081	Regular Languages Lecture #2	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect2-regex.ppt.pdf	1312	2007f	Andrew McCallum	University of Massachusetts Amherst
1082	Information Extraction: Coreference and Relation Extraction	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect20-coref.ppt.pdf	1089	2007f	Andrew McCallum	University of Massachusetts Amherst
1083	Probabilistic Parsing in Practice	https://people.cs.umass.edu/~mccallum/courses/inlp2007/lect13-probparsing.key.pdf	1099	2007f	Andrew McCallum	University of Massachusetts Amherst
1084	Practical Sentiment Analysis Tutorial	http://u.cs.biu.ac.il/~89-680/sentiment.pdf	1122	2018	Yoav Goldberg	The University of Texas at Austin
1085	Design Challenges and Misconceptions in Named Entity Recognition	http://u.cs.biu.ac.il/~89-680/NER-ratinov.pdf	1089	2018	Yoav Goldberg	The University of Texas at Austin
1086	Probabilistic approaches to semantic representation	http://u.cs.biu.ac.il/~89-680/topic-models-steyvers-griffiths.pdf	1218	2018	Yoav Goldberg	The University of Texas at Austin
1087	More PCFG Parsing	http://u.cs.biu.ac.il/~89-680/parsing2.pdf	1099	2018	Yoav Goldberg	The University of Texas at Austin
1088	Summarization	http://u.cs.biu.ac.il/~89-680/summ.pdf	1129	2018	Yoav Goldberg	The University of Texas at Austin
1089	"Georg ""Mr. George"" Svendsen (19 March 1894  1966) was a Norwegian journalist and crime novelist.He was born in Eidanger, and started his journalistic career in Bratsberg-Demokraten before moving on to Demokraten where he was a subeditor. In 1921 he was hired in Fremtidenand replaced in Demokraten by Evald O. Solbakken. In 1931 he was hired in Arbeiderbladet. Under the pen name ""Mr. George"" he became known for his humorous articles in the newspaper. At his death he was also called ""the last of the three great criminal and police reporters in Oslo"", together with Fridtjof Knutsen and Axel Kielland. He was also known for practising journalism as a trade in itself, and not as a part of a political career. He retired in 1964, and died in 1966.He released the criminal novels Mannen med ljen (1942), Ridderne av ksen (1945) and Den hvite streken (1946), and translated the book S.S. Murder by Quentin Patrick as Mord ombord in 1945. He released several historical books: Rrleggernes Fagforenings historie gjennem 50 r (1934), Telefonmontrenes Forening Oslo, gjennem 50 r (1939), Norsk nrings- og nydelsesmiddelarbeiderforbund: 25-rs beretning (1948), De tause vitner: av rettskjemiker Ch. Bruffs memoarer (1949, with Fridtjof Knudsen) and Elektriske montrers fagforening gjennom 50 r (1949)."	http://u.cs.biu.ac.il/~89-680/sentence_boundary1.pdf	9999	2018	Yoav Goldberg	The University of Texas at Austin
1090	WORD SENSE DISAMBIGUATION	http://u.cs.biu.ac.il/~89-680/lex-sem.pdf	1030	2018	Yoav Goldberg	The University of Texas at Austin
1091	"A graphic adventure game is a form of adventure game. They are distinct from text adventures. Whereas a player must actively observe using commands such as ""look"" in a text-based adventure, graphic adventures revolutionized gameplay by making use of visual human perception. Eventually, the text parser interface associated with older interactive fiction games was phased out in favor of a point-and-click interface, i.e., a game where the player interacts with the game environment and objects using an on-screen cursor. In many of these games, the mouse pointer is context sensitive in that it applies different actions to different objects."	http://u.cs.biu.ac.il/~89-680/sentence_boundary0.pdf	9999	2018	Yoav Goldberg	The University of Texas at Austin
1092	Part of Speech Tagging and HMMs	http://u.cs.biu.ac.il/~89-680/hmm.pdf	1017	2018	Yoav Goldberg	The University of Texas at Austin
1093	עיבוד שפות טבעיות	http://u.cs.biu.ac.il/~89-680/intro.pdf	1108	2018	Yoav Goldberg	The University of Texas at Austin
1094	Unsupervised Learning and Topic Modeling	http://u.cs.biu.ac.il/~89-680/unsupervised-lda.pdf	1005	2018	Yoav Goldberg	The University of Texas at Austin
1095	Chunking with Support Vector Machines	http://u.cs.biu.ac.il/~89-680/chunking-svm.pdf	1001	2018	Yoav Goldberg	The University of Texas at Austin
1096	A Note on Latent Semantic Analysis	http://u.cs.biu.ac.il/~89-680/lsa.pdf	1116	2018	Yoav Goldberg	The University of Texas at Austin
1097	Relation Extraction (RE) via Supervised Classification	http://u.cs.biu.ac.il/~89-680/semapp-re.pdf	1090	2018	Yoav Goldberg	The University of Texas at Austin
1098	Parsing, PCFGs, and the CKY Algorithm	http://u.cs.biu.ac.il/~89-680/parsing-and-cky-extended.pdf	1093	2018	Yoav Goldberg	The University of Texas at Austin
1099	Semi-Markov Conditional Random Fields for Information Extraction	http://u.cs.biu.ac.il/~89-680/semiCrf.pdf	1089	2018	Yoav Goldberg	The University of Texas at Austin
1100	root nsubj	http://u.cs.biu.ac.il/~89-680/dep_trees.pdf	1282	2018	Yoav Goldberg	The University of Texas at Austin
1101	Simple Probabilistic Modeling and PP Attachment	http://u.cs.biu.ac.il/~89-680/pp.pdf	1107	2018	Yoav Goldberg	The University of Texas at Austin
1102	Document Level Models (1) Coreference Resolution	http://u.cs.biu.ac.il/~89-680/coref.pdf	1089	2018	Yoav Goldberg	The University of Texas at Austin
1103	Feature-based Discriminative Models More Sequence Models	http://u.cs.biu.ac.il/~89-680/disc.pdf	1155	2018	Yoav Goldberg	The University of Texas at Austin
1104	Parts of Speech 1	http://u.cs.biu.ac.il/~89-680/pos.pdf	1017	2018	Yoav Goldberg	The University of Texas at Austin
1105	A Theoretical and Practical Implementation Tutorial on Topic Modeling and Gibbs Sampling	http://u.cs.biu.ac.il/~89-680/darling-lda.pdf	1179	2018	Yoav Goldberg	The University of Texas at Austin
1106	Dependency Parsing	http://u.cs.biu.ac.il/~89-680/depparsing.pdf	1282	2018	Yoav Goldberg	The University of Texas at Austin
1107	Sequence Segmentation Models	http://u.cs.biu.ac.il/~89-680/segmentation.pdf	1089	2018	Yoav Goldberg	The University of Texas at Austin
1108	Machine Translation Contd	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0302-machine-translation-2.pdf	1035	2017f	Sameer Singh	University of California
1109	Discourse and Summarization	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0316-discourse-summarization.pdf	1032	2017f	Sameer Singh	University of California
1110	Sequence Labeling, Contd	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0202-sequence-labeling-contd.pdf	1091	2017f	Sameer Singh	University of California
1111	Logical Forms	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0221-ccg-contd.pdf	1312	2017f	Sameer Singh	University of California
1112	Question Answering (and Textual Entailment)	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0314-question-answering.pdf	1127	2017f	Sameer Singh	University of California
1113	Information Extraction	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0221-info-extr.pdf	1089	2017f	Sameer Singh	University of California
1114	Machine Translation	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0228-machine-translation.pdf	1035	2017f	Sameer Singh	University of California
1115	Discriminative Language Models	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0126-discriminative-lms.pdf	1015	2017f	Sameer Singh	University of California
1116	Text Classification Contd + Document Representations	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0117-classification2.pdf	1153	2017f	Sameer Singh	University of California
1117	Semantics: Roles and Relations	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0214-semantic-relations.pdf	1111	2017f	Sameer Singh	University of California
1118	Coreference & Entity Linking	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0309-entities.pdf	1089	2017f	Sameer Singh	University of California
1119	Sequence Labeling	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0131-sequence-labeling.pdf	1091	2017f	Sameer Singh	University of California
1120	Parsing, Contd	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0209-dependency-parsing.pdf	1001	2017f	Sameer Singh	University of California
1121	Language Modeling	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0124-lang-models.pdf	1015	2017f	Sameer Singh	University of California
1122	Machine Translation Contd	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0307-machine-translation-3.pdf	1143	2017f	Sameer Singh	University of California
1123	Syntactic Parsing	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0207-syntactic-parsing.pdf	1001	2017f	Sameer Singh	University of California
1124	Vector Space Models	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0119-vector-spaces.pdf	1169	2017f	Sameer Singh	University of California
1125	Text Classification 1	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0112-classification.pdf	1153	2017f	Sameer Singh	University of California
1126	Introduction to the Course	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0110-intro.pdf	1009	2017f	Sameer Singh	University of California
1127	Relation Extraction	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0223-relation-extraction.pdf	1090	2017f	Sameer Singh	University of California
1128	Logical Forms	http://sameersingh.org/courses/statnlp/wi17/slides/lecture-0216-logical-forms.pdf	1312	2017f	Sameer Singh	University of California
1129	Statistical parsing	https://www.systems.ethz.ch/sites/default/files/file/Spring2013_Courses/Intr_Nat_Lg_Pro_Spring2013/Lecture%2010.pdf	1099	2013	ETHZ	ETHZ
1130	Theory of Automata and Formal Languages	https://www.systems.ethz.ch/sites/default/files/file/Spring2013_Courses/Intr_Nat_Lg_Pro_Spring2013/Lecture2-FiniteStateAutomataandRegularLanguages%20(1).pdf	1079	2013	ETHZ	ETHZ
1131	Text Summarization	https://www.systems.ethz.ch/sites/default/files/file/Spring2013_Courses/Intr_Nat_Lg_Pro_Spring2013/Lecture%2011%20(1).pdf	1131	2013	ETHZ	ETHZ
1132	Speech and Language Processing	https://www.systems.ethz.ch/sites/default/files/file/Spring2013_Courses/Intr_Nat_Lg_Pro_Spring2013/Lecture3%20-%20Morphology.pdf	1076	2013	ETHZ	ETHZ
1133	Introduction to Natural Language Processing	https://www.systems.ethz.ch/sites/default/files/file/Spring2013_Courses/Intr_Nat_Lg_Pro_Spring2013/Lecture%201%20-%20Introduction.pdf	1009	2013	ETHZ	ETHZ
1134	More on HMMs and other sequence models	https://www.systems.ethz.ch/sites/default/files/file/Spring2013_Courses/Intr_Nat_Lg_Pro_Spring2013/Lecture%205.pdf	1086	2013	ETHZ	ETHZ
1135	POS tagging	https://www.systems.ethz.ch/sites/default/files/file/Spring2013_Courses/Intr_Nat_Lg_Pro_Spring2013/Lecture4-POS_Tagging.pdf	1017	2013	ETHZ	ETHZ
1136	Grammars and parsing 3	https://www.systems.ethz.ch/sites/default/files/file/Spring2013_Courses/Intr_Nat_Lg_Pro_Spring2013/Lecture%209.pdf	1093	2013	ETHZ	ETHZ
1137	Lexical Semantics	https://www.systems.ethz.ch/sites/default/files/file/Spring2013_Courses/Intr_Nat_Lg_Pro_Spring2013/Lecture%208.pdf	1023	2013	ETHZ	ETHZ
1138	Lecture 12:  Bayesian Inference, Unsupervised NLP	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/12.pdf	1330	2017s	Kevin Gimpel	Toyota Technological Institute at Chicago
1139	Lecture 14: Finish up Bayesian/Unsupervised NLP,  Start Structured Prediction	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/14.pdf	1330	2017s	Kevin Gimpel	Toyota Technological Institute at Chicago
1140	Lecture 13: Introduction to Bayesian Nonparametrics for NLP	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/13.pdf	1330	2017s	Kevin Gimpel	Toyota Technological Institute at Chicago
1141	Lecture 10: Introduction to Bayesian NLP	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/10.pdf	1330	2017s	Kevin Gimpel	Toyota Technological Institute at Chicago
1142	Lecture 8: Neural Machine TranslaEon	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/8.pdf	1197	2017s	Kevin Gimpel	Toyota Technological Institute at Chicago
1143	Lecture 11: Inference in Bayesian NLP	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/11.pdf	1217	2017s	Kevin Gimpel	Toyota Technological Institute at Chicago
1144	Lecture 5: Sequence-to-Sequence Modeling and Sentence Embeddings	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/5.pdf	1188	2017s	Kevin Gimpel	Toyota Technological Institute at Chicago
1145	Lecture 2: Elements of Neural NLP	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/2.pdf	1181	2017s	Kevin Gimpel	Toyota Technological Institute at Chicago
1146	Lecture 15: Structured Prediction	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/15.pdf	1321	2017s	Kevin Gimpel	Toyota Technological Institute at Chicago
1147	Lecture 9: NMT, finishing up Neural NLP	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/9.pdf	1197	2017s	Kevin Gimpel	Toyota Technological Institute at Chicago
1148	Lecture 16: Structured Prediction in NLP, Syntactic & Semantic Formalisms	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/16.pdf	1321	2017s	Kevin Gimpel	Toyota Technological Institute at Chicago
1149	Lecture 4: Word Embeddings (2)	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/4.pdf	1186	2017s	Kevin Gimpel	Toyota Technological Institute at Chicago
1150	Lecture 1: Introduction	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/1.pdf	1181	2017s	Kevin Gimpel	Toyota Technological Institute at Chicago
1151	Lecture 3: Word Embeddings	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/3.pdf	1186	2017s	Kevin Gimpel	Toyota Technological Institute at Chicago
1152	Lecture 7: Sequence-to-Sequence Modeling and Attention	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/7.pdf	1194	2017s	Kevin Gimpel	Toyota Technological Institute at Chicago
1153	Structured Prediction with Neural Networks in Speech Recognition	http://ttic.uchicago.edu/~kgimpel/teaching/31210/lectures/6.pdf	1262	2017s	Kevin Gimpel	Toyota Technological Institute at Chicago
1154	Semantic Parsing	https://www.cs.utexas.edu/~mooney/cs388/slides/sem-parse.ppt	1218	2017s	Raymond J. Mooney	The University of Texas at Austin
1155	Introduction	https://www.cs.utexas.edu/~mooney/cs388/slides/intro.ppt	1052	2017s	Raymond J. Mooney	The University of Texas at Austin
1156	Machine Translation	https://www.cs.utexas.edu/~mooney/cs388/slides/mt.ppt	1143	2017s	Raymond J. Mooney	The University of Texas at Austin
